"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"who_manager","numeric",1041,0,127,2.97643096381684,3,3,NA,0.788796614113352,NA,1,4,3,-0.764698704737879,-5.04352969175144,0.531459208320816,1.75427695294835,NA,NA
"who_university","numeric",1041,0,127,2.73696352865834,3,3,NA,0.827640168073372,NA,1,4,3,-0.660167288474638,-4.35409828775135,0.0198153731791262,0.0654079408879637,NA,NA
"who_committee","numeric",1041,0,127,2.63596727505604,3,3,NA,0.847866003378163,NA,1,4,3,-0.500736658795623,-3.30258203752263,-0.344198827099449,-1.13615506168428,NA,NA
"who_government","numeric",1041,0,126,2.08606237592059,2,2,NA,0.834537217656977,NA,1,4,3,0.114220433474474,0.753334802405211,-0.999367562292587,-3.2987808934449,NA,NA
"who_society","numeric",1041,0,127,2.45409657380724,2.94996666666667,2.94996666666667,NA,0.866920469200494,NA,1,4,3,-0.266951521514472,-1.76066458158572,-0.706000539700345,-2.33041493340309,NA,NA
"co_private","numeric",1041,0,131,3.22684707012488,3,3,NA,1.06621875647465,NA,1,5,4,-0.0445800730252591,-0.29402550386222,-0.705544939752425,-2.32891105789225,NA,NA
"co_connections","numeric",1041,0,133,3.18625683637528,3,3,NA,1.03293502831212,NA,1,5,4,-0.40804233504426,-2.69122154848261,-0.184434929245179,-0.608795445873932,NA,NA
"co_irrelevant","numeric",1041,0,133,2.7215227665706,2.98986666666667,2.98986666666667,NA,1.1365465058232,NA,1,5,4,0.287091626647764,1.89349757529345,-0.598494842704014,-1.97555276599951,NA,NA
"time_research","numeric",1041,0,144,3.03738815241755,3,3,NA,0.505717920422888,NA,1,4,3,-0.244035648108136,-1.60952415566217,2.19443037934733,7.24352608641768,NA,NA
"time_education","numeric",1041,0,143,2.96114655779699,3,3,NA,0.542207948164272,NA,1,4,3,-1.33363737172345,-8.7959344518861,4.80049877310746,15.8458151227209,NA,NA
"time_phds","numeric",1041,0,145,2.63735129682997,3,3,NA,0.822668461852519,NA,1,4,3,-0.996393985014971,-6.57166360681638,0.0695922601295176,0.229714898410609,NA,NA
"time_management_low","numeric",1041,0,149,2.52911777137368,3,3,NA,0.750893443287476,NA,1,4,3,-1.00566353931664,-6.63280045988038,-0.128303625701672,-0.423513394864889,NA,NA
"time_management_hi","numeric",1041,0,154,1.8881186039065,1.89143333333333,1.89143333333333,NA,0.891216364768949,NA,1,4,3,0.475015238415932,3.13293777554698,-1.08320827006036,-3.57552804365533,NA,NA
"time_service","numeric",1041,0,147,2.10088267691322,2,2,NA,0.771151756623445,NA,1,4,3,-0.0834507549547302,-0.550395021994349,-1.12423670595443,-3.71095751477484,NA,NA
"time_admin","numeric",1041,0,146,2.64566516170349,3,3,NA,0.655038315704918,NA,1,4,3,-1.10105130279193,-7.26192538756324,0.888094572952251,2.93148338946114,NA,NA
"time_involvement","numeric",1041,0,150,1.62584639769452,1,1,NA,0.763039028494945,NA,1,4,3,0.856431613600755,5.64854921995796,-0.511586876038413,-1.68868099755132,NA,NA
"time_patients","numeric",1041,0,150,1.96648571886007,1,1,NA,1.32364916931582,NA,1,4,3,0.786575797773042,5.18781889690954,-1.28849494744713,-4.2531523678717,NA,NA
"review_info","numeric",1041,0,156,2.49698331732309,2,2,NA,1.3955067477743,NA,1,5,4,0.297253603074005,1.96052035108093,-1.42718424057485,-4.71094748506118,NA,NA
"review_confidence","numeric",1041,0,166,3.80546487351905,4,4,NA,0.820234744481404,NA,1,5,4,-0.831557168186487,-5.48449113638148,1.24971983259425,4.12516081316845,NA,NA
"review_informative","numeric",1041,0,180,3.63274031380083,4,4,NA,0.901467721917147,NA,1,5,4,-0.644947373939811,-4.25371614981033,0.36326497277284,1.19908990110886,NA,NA
"review_more","numeric",1041,0,176,4.09739388408581,4,4,NA,0.738678270779759,NA,1,5,4,-0.797103265409181,-5.25725225055961,1.49475422162456,4.93398710618503,NA,NA
"review_government","numeric",1041,0,184,4.03556352865834,4,4,NA,0.789927971668243,NA,1,5,4,-0.928693876424294,-6.12515113635403,1.80797361315321,5.96788312524417,NA,NA
"language","factor",1041,0,3,NA,NA,750,"nl",NA,0.402793811093855,NA,NA,NA,NA,NA,NA,NA,NA,NA
"discipline","factor",1041,0,4,NA,NA,741,"Beta and medicine",NA,0.443259593921089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pos5","factor",1041,0,6,NA,NA,564,"Assistant, associate (permanent)",NA,0.650497701814464,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pos9","factor",1041,0,9,NA,NA,379,"Assistant prof/UD (tenured)",NA,0.787466053202003,NA,NA,NA,NA,NA,NA,NA,NA,NA
"institution","factor",1041,0,20,NA,NA,174,"Technische Universiteit Delft",NA,0.915734427382228,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kt_funds_personal_senior","numeric",1041,0,120,34.9154658981748,20,20,NA,49.6060689622116,NA,0,350,350,2.5393873091818,16.7483941235461,9.12997750328697,30.1368550289279,NA,NA
"kt_funds_team","numeric",1041,0,143,40.6013448607109,30,30,NA,48.0186217695922,NA,0,350,350,1.98483102856418,13.0908476288114,6.27566575318221,20.7151473205241,NA,NA
"kt_funds_personal_ecr","numeric",1041,0,131,37.6436119116234,25,25,NA,44.4319789117981,NA,0,350,350,2.32068924078105,15.3059826290923,8.90428091429446,29.3918602706668,NA,NA
"kt_funds_thematic","numeric",1041,0,183,58.6753121998079,30,30,NA,78.080261070085,NA,0,630,630,1.93672051075996,12.7735372639216,5.41688572475521,17.8804273873013,NA,NA
"kt_funds_thematic_co","numeric",1041,0,145,33.3976945244957,0,0,NA,60.1278074225969,NA,0,606,606,3.11537751074139,20.5473069054364,15.4918503160379,51.1365605157518,NA,NA
"kt_funds_small_first","numeric",1041,0,135,37.4744522184506,20,20,NA,50.9319972373071,NA,0,350,350,2.36156764192543,15.5755939526706,7.87935360267722,26.0087100061369,NA,NA
"kt_funds_small_second","numeric",1041,0,109,25.4610951008646,0,0,NA,42.863318933016,NA,0,350,350,2.89159473646174,19.0713595034217,12.3060930854503,40.6207948656161,NA,NA
"kt_funds_award","numeric",1041,0,38,5.61287223823247,0,0,NA,14.3672633867095,NA,0,273,273,9.10149899415852,60.0284532091879,136.211326595484,449.615675551028,NA,NA
"kt_funds_first_ecr","numeric",1041,0,175,70.9593339419846,50,50,NA,80.722620983327,NA,0,900,900,3.23231119650707,21.3185368192197,20.7945775420049,68.6401657118635,NA,NA
"kt_funds_rolling_ecr","numeric",1041,0,294,179.641690682037,151,151,NA,132.414433004518,NA,0,800,800,1.02918973000361,6.78796620101263,1.37212235392522,4.52919543857674,NA,NA
"kt_funds_rolling_senior","numeric",1041,0,231,97.3591898790812,85,85,NA,90.9771388818044,NA,0,550,550,1.39910419144458,9.22771738422573,2.62858383785805,8.67660955620005,NA,NA
"funds_spent","numeric",1041,0,165,621.74206346554,550,550,NA,245.848751619412,NA,0,1236.91271972656,1236.91271972656,-0.236972290451938,-1.56293815539595,-0.765837775517998,-2.52792977947134,NA,NA
"id","integer",1041,0,1041,1059.08357348703,1069,1069,NA,625.183002230537,NA,1,2170,2169,0.0262235521330026,0.172956045284954,-1.19489714649978,-3.94419833625867,NA,NA
"applied_grant","numeric",1041,0,93,0.879562439961575,1,1,NA,0.311817557970384,NA,0,1,1,-2.41526449140072,-15.9297486713908,3.94696422463883,13.0284098289926,NA,NA
"got_grant","numeric",1041,0,201,0.897782548831252,1,1,NA,0.282402180749297,NA,0,1,1,-2.79149354471014,-18.4111474098861,5.95322825311731,19.6508235374866,NA,NA
"quit_ever","integer",1041,0,2,0.783861671469741,1,1,NA,0.411807549432858,NA,0,1,1,-1.37728893090662,-9.08383599201885,-0.103171541455175,-0.340555689959395,NA,NA
"success_chance","character",1041,0,4,NA,NA,467,"low",NA,0.643781703287222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"invested_time","character",1041,0,4,NA,NA,368,"moderate",NA,0.664339413535902,NA,NA,NA,NA,NA,NA,NA,NA,NA
"funds_available","numeric",1041,0,3,656.676272814601,550,550,NA,214.377676937623,NA,400,900,500,0.116881274372712,0.770884237224629,-1.7387367429004,-5.73934132207824,NA,NA
"kt_personal_senior","numeric",1041,0,200,0.0536735510726865,0.0333333333333333,0.0333333333333333,NA,0.0706441686898197,NA,0,0.388888888888889,0.388888888888889,2.0213264848544,13.3315514723949,5.10574186786442,16.8533824351222,NA,NA
"kt_team","numeric",1041,0,230,0.0618582316925256,0.0511111111111111,0.0511111111111111,NA,0.0665816748656163,NA,0,0.388888888888889,0.388888888888889,1.39348953637701,9.19068622493804,2.66590332503541,8.79979627538015,NA,NA
"kt_personal_ecr","numeric",1041,0,221,0.0574403982184962,0.0466666666666667,0.0466666666666667,NA,0.0618351596849566,NA,0,0.388888888888889,0.388888888888889,1.79668933946505,11.8499691111042,4.87500156758019,16.0917390492,NA,NA
"kt_thematic","numeric",1041,0,255,0.0871181313616472,0.0555555555555556,0.0555555555555556,NA,0.105993427288384,NA,0,0.7375,0.7375,1.47969738171598,9.75926549012465,3.03531552621791,10.0191773690297,NA,NA
"kt_thematic_co","numeric",1041,0,202,0.0504057869763922,0,0,NA,0.0830918718596265,NA,0,0.673333333333333,0.673333333333333,2.40735048087741,15.8775522353201,8.72329778793421,28.7944587721596,NA,NA
"kt_small_first","numeric",1041,0,211,0.0564699138988014,0.0363636363636364,0.0363636363636364,NA,0.0698241050723976,NA,0,0.388888888888889,0.388888888888889,1.86081099785582,12.2728801033349,4.57986521153547,15.1175327521217,NA,NA
"kt_small_second","numeric",1041,0,171,0.0384856004812777,0,0,NA,0.0611757005967488,NA,0,0.388888888888889,0.388888888888889,2.46544969761006,16.2607425334639,8.10947385561178,26.768306697302,NA,NA
"kt_award","numeric",1041,0,77,0.00901738324648987,0,0,NA,0.0209140620830829,NA,0,0.303333333333333,0.303333333333333,6.3490967478206,41.8751303814645,64.1724533198741,211.824828906252,NA,NA
"kt_first_ecr","numeric",1041,0,276,0.108977115001743,0.0909090909090909,0.0909090909090909,NA,0.112931223267005,NA,0,1,1,2.43356143408509,16.0504251850623,11.547356247854,38.1163043483595,NA,NA
"kt_rolling_ecr","numeric",1041,0,410,0.2726828321641,0.262222222222222,0.262222222222222,NA,0.169442471762099,NA,0,1,1,0.448688941272947,2.95930408100577,0.302443123442578,0.99832497532482,NA,NA
"kt_rolling_senior","numeric",1041,0,338,0.150003798387852,0.1275,0.1275,NA,0.12451612474497,NA,0,1,1,0.95676330703091,6.31028157507178,2.0170737258663,6.65809509795694,NA,NA
